customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
929,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,6654.1
5556,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5
2937,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25
5084,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1124.2
3294,0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0,540.05
1716,1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1975.85
479,0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75,3437.45
6530,1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,3139.8
138,1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,56.6,3789.2
1376,1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,5324.5
4595,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.0,624.6
6610,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35
3090,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1836.9
4575,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2,20.2
507,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35
4216,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,219.35
4811,1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,50.6,1288.75
4486,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2545.75
1520,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,55.2
3368,1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,2723.15
645,0,0,1,1,47,1,2,0,2,2,0,2,2,2,2,1,1,85.3,4107.25
1814,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65
2310,1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4747.5
6302,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,84.6
5028,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1566.9
1333,0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15,702.0
861,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1
423,0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6,299.05
6966,1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,1305.95
54,0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,95.0,1120.3
6494,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,284.35
5180,0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6,6350.5
4675,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3
5354,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65
6384,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,6126.15
3141,0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,54.8,731.3
129,1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,273.4
187,1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2531.8
7001,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1074.3
207,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55
655,1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,4298.45
2848,0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,4619.55
3223,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15
6689,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2
2291,1,0,0,1,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7,2633.3
2565,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,193.05
2876,0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,4103.9
4981,0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15
4717,1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,5791.1
3495,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,80.55
3551,0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0,1228.65
5161,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,132.2
2517,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3
5321,1,1,1,0,57,1,2,1,0,2,0,0,0,2,0,1,2,89.85,4925.35
5384,0,0,0,0,31,0,1,0,2,2,0,2,0,2,2,1,0,49.85,1520.1
1310,0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3,5032.25
76,0,0,1,1,61,1,2,0,2,2,2,2,2,2,2,0,3,88.1,5526.75
4453,1,0,0,0,50,1,2,2,1,1,1,1,1,1,2,0,0,24.9,1195.25
2232,0,1,0,0,19,1,0,1,2,2,0,2,2,2,0,1,3,105.0,2007.25
4471,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1099.6
4978,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.25,1732.95
3055,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2
5410,1,0,1,0,57,1,0,0,2,2,0,2,0,0,2,1,2,59.75,3450.15
4507,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,24.8
3301,1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,2172.05
4197,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,70.6
4552,1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1
3118,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,5624.85
2218,1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,1339.8
6095,1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,771.95
2892,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,50.55,244.75
199,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15,322.9
5844,0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,2,51.2,498.25
1410,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,25.4
6736,0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3687.75
6687,1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1779.95
4389,0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0,1783.6
2679,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35,927.15
3958,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,70.0
2430,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,606.55
2498,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,435.4
5324,1,1,0,0,24,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1712.7
2614,1,0,0,0,35,1,0,0,2,2,2,0,0,0,1,0,3,61.2,2021.2
1575,1,0,1,1,23,1,0,1,0,2,2,2,0,0,1,0,3,86.8,1940.8
3412,0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,567.8
1070,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.7,220.35
5817,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,20.25
4636,0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05,5436.45
4851,1,1,1,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.8,3437.5
2075,1,0,1,1,40,1,2,0,0,0,2,0,2,2,0,1,2,74.55,3015.75
4525,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,73.6
609,1,0,0,0,23,1,0,0,0,0,0,0,2,2,1,1,0,64.9,1509.8
5746,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,95.45,396.1
