SeniorCitizen,tenure,MonthlyCharges,Partner_Yes,Dependents_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,52,23.05,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1,56.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,57,94.7,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
0,72,54.2,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
0,42,103.8,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
0,15,19.8,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,64,81.05,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,47,84.95,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,2,29.05,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,20.2,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1,50.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,72,113.1,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,32,89.6,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,1,74.45,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,71,47.6,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,15,75.1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,47,95.2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,34,97.7,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,50,103.85,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,10,20.0,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False
1,8,92.1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,23,19.65,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,7,74.9,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,23,84.25,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,72,90.95,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,30,85.15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,31,50.4,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False
0,3,107.95,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1,24,20.3,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,62,74.3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,37,40.2,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0,62,19.2,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,11,73.5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,10,36.25,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,37,101.9,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1,72,25.1,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,19,84.75,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0,1,19.6,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,23,73.65,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1,43,109.55,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
0,46,94.9,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
0,9,20.4,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,24,19.7,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True
1,8,100.15,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0,10,85.95,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,71,70.85,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,5,30.5,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,41,83.75,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,58,71.6,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,3,69.95,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
0,67,19.4,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,13,30.85,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,1,20.2,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,71,100.2,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,8,54.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,28,91.25,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False
0,71,23.85,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,67,118.35,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,63,89.4,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,5,80.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,37,78.9,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,53,111.8,True,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False
0,12,44.55,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,70,19.7,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,3,74.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,14,82.65,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,61,43.7,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False
0,4,88.45,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,90.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,10,29.65,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,23,55.3,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,27,20.6,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,72,78.45,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,66,50.55,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,35,109.95,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,1,45.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,12,73.3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,26,44.65,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,18,35.2,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,3,29.8,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,67,20.55,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,12,20.3,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,32,85.95,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,9,85.05,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,52,80.85,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
0,17,20.05,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,70,45.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,14,86.0,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0,18,61.5,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
0,46,60.75,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False
1,13,98.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,19,78.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,3,71.1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
0,62,20.65,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False
1,38,20.2,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,7,19.25,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,46,55.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,12,78.3,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,10,19.6,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,9,73.8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,24,51.15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,4,91.65,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,46,84.25,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,67,92.45,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
0,14,80.45,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0,44,19.6,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,9,19.05,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1,81.95,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,57,109.4,True,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False
0,1,20.1,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,69,109.95,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False
0,65,109.3,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
0,52,91.6,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,4,20.15,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,1,18.85,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,1,45.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,72,99.15,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False
0,53,53.6,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,72,67.2,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,2,69.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,72,113.8,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,1,45.85,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,67,24.9,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,18,20.1,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,2,70.35,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,12,74.05,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
0,42,66.5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
0,31,79.45,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True
0,69,53.65,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,67,84.8,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,51,19.55,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,65,24.8,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,25,20.6,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,58,102.1,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1,52,104.45,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False
1,37,36.65,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,4,23.9,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,63,89.6,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,53,94.25,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,32,86.1,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,30,94.4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
0,11,94.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,69,46.25,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,61,51.35,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
0,9,98.3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,18,50.3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0,58,19.85,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True
1,35,99.05,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,14,76.1,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,58,20.5,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,9,74.65,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1,51,77.5,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,30,19.05,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,4,51.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,14,78.85,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,23,95.1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,17,70.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,8,49.55,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,61,75.35,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
0,72,107.45,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,1,49.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,20,20.0,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,72,85.9,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,71,79.05,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0,72,117.5,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,37,70.35,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,70,80.15,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False
0,51,90.15,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
0,28,70.4,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,1,68.95,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,40,19.1,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,8,49.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,13,74.3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,1,35.9,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,17,20.65,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,16,94.65,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,1,50.75,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,22,75.8,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,16,96.15,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,45,105.15,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,3,69.55,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,15,100.15,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,25,104.95,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1,1,86.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,47,19.9,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,5,79.9,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,71,84.8,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,3,24.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,69.8,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,50,69.65,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,4,20.2,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False
1,43,108.15,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
0,6,19.7,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,38,68.15,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,35,81.6,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,45,81.4,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,10,25.7,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,64,25.0,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,31,104.35,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,1,20.9,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,72,109.25,True,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False
0,1,45.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,19.5,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,47,80.35,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,71,105.9,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
0,30,64.5,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
0,71,86.1,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,3,69.85,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,22,54.7,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1,67,64.55,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
1,59,94.05,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False
1,72,116.05,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,12,24.0,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,1,44.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,64,91.8,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
0,17,51.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,14,69.2,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,44,70.95,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False
0,58,45.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,30,94.3,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
0,23,19.65,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,16,74.45,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,13,54.15,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
0,40,50.25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
0,33,79.15,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,42,49.55,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,10,75.75,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,66,102.45,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
0,26,85.9,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,72,115.5,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,71,19.9,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,5,34.25,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,25,61.05,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
1,42,105.2,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
0,50,19.85,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,71,87.25,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,55,79.4,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,4,80.15,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,61,64.05,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,70,106.15,True,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False
0,56,115.85,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,8,99.65,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,72,105.55,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0,60,90.95,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
0,28,54.35,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
0,16,84.9,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0,21,103.85,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,42,95.05,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,3,19.6,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,9,74.55,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,59,106.75,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,7,38.55,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
0,30,21.25,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,53,99.5,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,69,78.6,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
0,57,19.5,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,62,23.65,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,66,75.1,True,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,34,90.05,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,1,51.2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,60,101.15,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0,23,66.25,True,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,66,99.5,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1,13,95.05,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
